-124.776110,48.504221,0.0 
-123.633532,48.226858,0.0 
-123.259996,48.285376,0.0 
-123.172106,48.445955,0.0 
-123.303942,48.664110,0.0 
-123.018297,48.780075,0.0 
-123.040270,48.852417,0.0 
-123.391832,49.011203,0.0 
-123.172106,49.040019,0.0 
-120.172106,49.040019,0.0 
-117.172106,49.040019,0.0 
-114.102703,49.003400,0.0 
-114.278484,49.190435,0.0 
-114.673992,49.548137,0.0 
-114.673992,50.353985,0.0 
-115.069500,50.535889,0.0 
-115.935540,51.165876,0.0 
-116.748528,51.781741,0.0 
-117.297845,52.160757,0.0 
-117.781243,52.402720,0.0 
-118.022942,52.536573,0.0 
-118.440423,52.683342,0.0 
-119.297356,53.291784,0.0 
-119.978509,53.826888,0.0 
-120.000481,60.001643,0.0 
-125.000481,60.001643,0.0 
-130.000481,60.001643,0.0 
-135.000481,60.001643,0.0 
-139.027484,60.011396,0.0 
-138.653949,59.735690,0.0 
-137.643207,59.199898,0.0 
-137.555316,58.962810,0.0 
-136.874164,59.177389,0.0 
-136.544574,59.154865,0.0 
-136.500629,59.457692,0.0 
-135.511859,59.791014,0.0 
-135.028461,59.569167,0.0 
-135.028461,59.301007,0.0 
-134.567035,59.177389,0.0 
-134.413226,58.951479,0.0 
-133.863910,58.632701,0.0 
-133.380512,58.380173,0.0 
-132.259906,57.204956,0.0 
-132.347797,57.097690,0.0 
-132.062152,57.037964,0.0 
-132.128070,56.870217,0.0 
-131.908344,56.810124,0.0 
-131.842426,56.641351,0.0 
-131.534808,56.568788,0.0 
-130.392230,56.118226,0.0 
-130.150531,56.118226,0.0 
-130.071888,55.821164,0.0 
-130.093861,55.685146,0.0 
-130.027943,55.461546,0.0 
-130.093861,55.249197,0.0 
-130.291615,55.060884,0.0 
-130.445423,54.884322,0.0 
-130.665150,54.745049,0.0 
-133.653431,54.480424,0.0 
-133.213978,51.901085,0.0 
-131.719837,50.636412,0.0 
-129.698353,49.679196,0.0 
-128.731556,48.991948,0.0 
-127.149525,48.411899,0.0 
-125.303822,48.470205,0.0 
-124.776110,48.504221,0.0 
